Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Document Type,Publication Stage,Open Access,Source,EID
"Hilling A., Lundtofte F., Sandell N., Sonnerfeldt A., Vilhelmsson A.","57191748540;24544642900;57194052683;57191113481;57189636433;","Tax avoidance and state ownership — The case of Sweden",2021,"Economics Letters","208",,"110063","","",,1,"10.1016/j.econlet.2021.110063","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115816643&doi=10.1016%2fj.econlet.2021.110063&partnerID=40&md5=ca24ec75e58162d541976170622a77e0","We propose a simple theoretical model for how a company with both private and state shareholders decides on its optimal tax policy. The model predicts that even in the absence of state shareholding, a company will not always pick a tax policy that minimizes taxes. Conversely, majority state ownership will generally not result in zero tax avoidance. Using panel regressions on the entire population of state-owned as well as publicly listed Swedish companies from 2000–2019, we find that a one standard deviation increase in state ownership increases corporate tax payments by around 14%. © 2021 The Author(s)",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85115816643
"Kristensen T.B., Saabye H.","57213084303;57219656715;","Increasing the enabling use of performance measures: a longitudinal quasi natural experiment",2021,"Journal of Management Control","32","3",,"401","433",,1,"10.1007/s00187-021-00322-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106412447&doi=10.1007%2fs00187-021-00322-7&partnerID=40&md5=0a7efb10001c62f30d3b72914aacb60b","In this paper, we study how organizational members’ perceptions of the enabling use of performance measures is increased when the case company adopted lean principles in one of its production-support departments. The theory of enabling formalization is applied to gauge and understand the extent to which organizational members perceive performance measures, such as key performance indicators (KPIs), as enabling (i.e. as a vehicle creating continuous improvement). We empirically confirm a positive relation between changing the context of performance measures and the perceived level of enabling use of KPIs by applying a difference-in-differences test. We also show that the increase in perceptions of the enabling use of KPIs is associated with improved perceived performance (e.g. time consumption, quality). We measure the perceived enabling use using data gathered from questionnaires distributed over several rounds in both the department implementing lean principles and a non-affected control department. As such, our study involves a longitudinal, quasi-natural experiment. We confirm the statistical results through interviews, observations, and internal documents from the case company. © 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.",Article,"Final","",Scopus,2-s2.0-85106412447
"Moro A., Belghitar Y., Mateus C.","14014204800;8317311500;36350070500;","National culture and small firms' use of trade credit: Evidence from Europe",2021,"Global Finance Journal","49",,"100655","","",,1,"10.1016/j.gfj.2021.100655","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110533522&doi=10.1016%2fj.gfj.2021.100655&partnerID=40&md5=dc0e2415dd022fb7ddc84b9ef4b1e56e","We examine the use of trade credit in Western Europe by relying on a sample of 182,296 small firms for the period 2003–2013. Building on information asymmetry theory, we explore how a country's culture can impact SMEs use of trade credit. We discover that countries' cultural norms play a key role in explaining trade credit differences in Europe. We find that in countries with high power distance, high individualism, high masculinity, and high uncertainty avoidance rely more on trade credit. © 2021 Elsevier Inc.",Article,"Final","",Scopus,2-s2.0-85110533522
"Kringelum L.B., Gjerding A.N., Taran Y.","57204126464;56800998400;36242494700;","Collaborative business models in innovation systems - the case of physical infrastructure",2021,"Globalisation, New and Emerging Technologies, and Sustainable Development: The Danish Innovation System in Transition",,,,"111","129",,1,"10.4324/9781003037750-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104806599&doi=10.4324%2f9781003037750-9&partnerID=40&md5=0a3e0afcc52131562f82ac71dd581b2f","This chapter explores how the need for collaborative business models arises as part of the development of physical infrastructures in ports. Ports are systems of economic and strategic relations among economic actors that co-evolve. We identify the parameters of this evolution and how they contribute to the creation of collaborative business models, and we argue that this process is an important contribution to the development of regional and national innovation systems. The argument is embedded in a case study of the Port of Aalborg, which is a general representation of the process that characterises current port development in industrialised societies. © Designs and Patents Act 1988.",Book Chapter,"Final","",Scopus,2-s2.0-85104806599
"Gregersen B., Johnson B.","6602129121;55474590700;","The measurement and performance of the danish innovation system in relation to sustainable development",2021,"Globalisation, New and Emerging Technologies, and Sustainable Development: The Danish Innovation System in Transition",,,,"252","266",,1,"10.4324/9781003037750-18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104744583&doi=10.4324%2f9781003037750-18&partnerID=40&md5=9e36ba46c92fd5a97d0f5594015fe2e3","Chapter 13 discusses how well the Danish innovation system performs in relation to sustainable development, and how this performance is assessed. Using the United Nations 17 Sustainable Development Goals (SDGs) and related targets as overall performance measures for sustainable development the Danish innovation system is performing relatively well but still with major challenges before the 2030 targets are achieved - especially in relation to sustainable cities, consumption, production, climate action and ‘life below water’. It is argued that although the 17 SDGs may serve as important signposts and wake-up calls for policy action, the notion of the learning economy where learning and capability building are at the centre provides a relevant supplementary starting point for formulating policies for a transition to a more sustainable development path. The chapter turns finally to a wider perspective on sustainable development and raises the question of whether the meaning of sustainable development needs to be rethought in the Anthropocene era with significant human impact on the Earth’s ecosystem. © Designs and Patents Act 1988.",Book Chapter,"Final","All Open Access, Green",Scopus,2-s2.0-85104744583
"Knudsen M.P., Christensen J.L.","56238234300;8677447900;","The performance, challenges and related policies of the danish research and innovation system",2021,"Globalisation, New and Emerging Technologies, and Sustainable Development: The Danish Innovation System in Transition",,,,"33","52",,1,"10.4324/9781003037750-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104740636&doi=10.4324%2f9781003037750-4&partnerID=40&md5=a7a2d3adcb2b664acd64c1a418b5141d","We investigate the performance of the Danish research and innovation system while linking with related policies. In an international comparison, Denmark fares extremely well regarding the research performance. Likewise, Denmark is positioned as an innovative leader in Europe, and has been for several years. Even if the overall innovation performance appears superior by European standards, the numbers for innovation performance of firms call for attention, as negative development trends are observed. Based on the diagnosis of the system, we identify a challenge and four stepping stones for continued Danish innovation performance. These support our discussion of the effectiveness of the research system in transforming research to innovation output, and how future policies should become more systemic to enhance Danish innovation. © Designs and Patents Act 1988.",Book Chapter,"Final","",Scopus,2-s2.0-85104740636
"Fagerberg J., Christensen J.L.","7003544461;8677447900;","The emergence of innovation policy as a field: The international context and the danish experience",2021,"Globalisation, New and Emerging Technologies, and Sustainable Development: The Danish Innovation System in Transition",,,,"13","32",,1,"10.4324/9781003037750-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104723691&doi=10.4324%2f9781003037750-3&partnerID=40&md5=10ae1c59a935107db094e8fa9aa32645","This chapter traces the development of scholarly interest in innovation and innovation policy in the Western world in general and in Denmark in particular, ranging from the early post-war period to the early years of the new millennium. The chapter provides general information on the interplay between policymaking on the one hand, and societal development and understanding of innovation on the other. Specifically, it illustrates in detail the upsurge of innovation systems thinking in policymaking in Denmark and the forces behind this. We show that innovation policy instruments gradually evolved as a result of policy needs, changes in understanding innovation, business cycles and innovation policy development elsewhere. We find that there was a shift from fragmented policies towards a more integrated, systemic and holistic approach to policymaking from the mid- to late-1990s onwards. © Designs and Patents Act 1988.",Book Chapter,"Final","",Scopus,2-s2.0-85104723691
"Østergaard C.R., Holm J.R., Park E.","57214679242;36237453800;55824354000;","Firms’ contribution to the green transition of the Danish national system of innovation - changes in technological specialisation, skills and innovation",2021,"Globalisation, New and Emerging Technologies, and Sustainable Development: The Danish Innovation System in Transition",,,,"231","251",,1,"10.4324/9781003037750-17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104700333&doi=10.4324%2f9781003037750-17&partnerID=40&md5=9930938f60a893b30f992f5bfa0aafb8","In this chapter we analyse the green transition of the Danish national system of innovation with a focus on green patents, green skills and green innovations. We find that green patenting, green skills and green innovations are inter-connected in the green transition. The Danish technological profile has shown an increase in green patents, and green innovation now happens in all parts of Denmark. We find that the education and training system must be adapted if Danish firms are to lead in the green transition. The findings point to challenges, requirements and opportunities created by the transition to a greener economy. © Designs and Patents Act 1988.",Book Chapter,"Final","All Open Access, Green",Scopus,2-s2.0-85104700333
"Nowińska A., Schramm H.-J.","57208344544;51764692600;","Uncertainty, status-based homophily, versatility, repeat exchange and social exchange in the container shipping industry",2021,"Journal of Business Research","128",,,"524","536",,1,"10.1016/j.jbusres.2021.02.021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102148789&doi=10.1016%2fj.jbusres.2021.02.021&partnerID=40&md5=278f5193d8f1c03545c2247e20b5a36b","In this paper, we contribute to the literature on uncertainty and the drivers of social exchange. We explore the 2008 financial crisis and hand-collect unique data on more than 2,700 vessel chartering deals closed in the container shipping industry from 2000 to 2011. Our contribution is twofold. We challenge the literature by finding that low and high status players use different collaborative strategies under uncertainty: the high status players are more prone to coopetition and the low status ones reach out to external buyers. We also extend the literature on social exchange and uncertainty and introduce other constructs: strategic versatility and country-level long-term orientation of the suppliers that we study in our model. Our findings are relevant for policy and managerial decision-makers in the industry. © 2021 Elsevier Inc.",Article,"Final","",Scopus,2-s2.0-85102148789
"Seehausen J.","54973329000;","The ‘Rebirth' of the EU as an Audit Legislator",2021,"European Business Law Review","32","2",,"355","388",,1,"10.54648/EULR2021013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108908717&doi=10.54648%2fEULR2021013&partnerID=40&md5=cef48fc853397c9812b603c4a8203eed","In April 2014, important new audit legislation was adopted by the European Parliament and the Council, i.e. the 2014 Auditing Directive and the PIE Regulation. In the author's opinion, the role of the EU as an audit legislator has significantly changed over time. More specifically, the new audit legislation indicates the ‘rebirth' of the EU as an audit legislator. The article focuses on the role of the EU as an audit legislator, even though the EU also has an important role to play as an accounting legislator. The most important legislative acts when it comes to EU audit legislation are discussed. A number of important trends in EU audit legislation are also identified and discussed. These include an increased legislative focus on Public-Interest Entities (PIEs), a change from a ‘directive only' to a ‘directive and regulation' legislative paradigm, a legislative change from the ‘periphery' to the ‘core’ of auditing, ‘codification' of provisions from the International Standards on Auditing (ISAs) in EU legislation as well as a discussion on a possible EU adoption of the ISAs. © 2021. Kluwer Law International BV, The Netherlands. All Rights Reserved.",Article,"Final","",Scopus,2-s2.0-85108908717
"Mateus C., Mateus I.B.","36350070500;56030532200;","Does a VAT rise harm the tourism industry?Portuguese evidence",2021,"Tourism Management","83",,"104234","","",,1,"10.1016/j.tourman.2020.104234","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093656660&doi=10.1016%2fj.tourman.2020.104234&partnerID=40&md5=a1074921ae76cd5cb314db087dbcb9db","This paper estimates consequences of the VAT increase on tourism industry, by analysing the impact of the significant VAT rise in Portugal on profitability and survival of firms related to food and beverage service activities. The analysis is divided into 3 periods: before and after the VAT hike and during the financial crisis, with the total time period from 2003 to 2013. The sample is composed of 23,388 Portuguese unique firms with 5.1 year-observations per firm. The impact of the massive VAT change is assessed in comparison to the performance of 4,969 Greek and 59,841 Spanish (for robustness) unique firms for the exact time period. The results show that a dramatic VAT increase significantly affects firm profitability in the country of implementation, with the effect even more dramatic than the recent financial crisis. The equivalent to the proposed 10 percent VAT rise in Portugal has caused a significant decline in firm profitability (an average drop of 8.7% compared to 1.5% during the financial crisis), a massive increase in the number of inactive firms and amplified the likelihood of firms to become bankrupt by about three times. Such consequences inevitably affect unemployment and may cause a slump in tax revenue in the long run. Hence, this research has wide practical implications and should be considered by the Greek and Portuguese governments before taking a next step of intervening in the tourism sector. © 2020 Elsevier Ltd",Article,"Final","",Scopus,2-s2.0-85093656660
"Bukh P.N., Christensen K.S., Svanholt A.K.","7801584744;35096109600;57216488035;","Making sense of cost-consciousness in social work",2021,"Qualitative Research in Accounting and Management","18","1",,"102","126",,1,"10.1108/QRAM-10-2019-0105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097313963&doi=10.1108%2fQRAM-10-2019-0105&partnerID=40&md5=71c17d1d864ef829aaa0c8e268f1ba91","Purpose: This paper aims to explore how the introduction of new accounting information influences the understandings of cost-consciousness. Furthermore, the paper explores how managers use accounting information to shape organizational members’ understanding of changes, and how focusing on cost-consciousness influence professional culture within social services. Design/methodology/approach: The paper is based on a case study, drawing on sensemaking as a theoretical lens. Top management, middle management and staff specialists at a medium-sized Danish municipality are interviewed. Findings: The paper demonstrates how accounting metaphors can be effective in linking cost information and cost-consciousness to operational decisions in daily work practices. Further, the study elucidates how professionalism may be strengthened based on the use of accounting information. Research limitations/implications: The study is context specific, and the role of accounting in professional work varies on the basis of the specific techniques involved. Practical implications: The paper shows how managers influence how professionals interpret and use accounting information. It shows how cost-consciousness can be integrated with social work practices to improve service quality. Originality/value: The paper contributes to the literature on how accounting information influences social work. To date, only a few papers have focused on how cost-consciousness can be understood in practice and how it influences professional culture. Further, the study expands the limited accounting metaphor research. © 2020, Emerald Publishing Limited.",Article,"Final","",Scopus,2-s2.0-85097313963
"Boje D.M., Rana M.B.","6603389644;55814389400;","Defining a sustainability-driven business modeling strategy with a “storytelling science” approach",2021,"Handbook of Sustainability-Driven Business Strategies in Practice",,,,"59","77",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130207316&partnerID=40&md5=8ceb389eb8dda1ec433037c05f69a5f4","This chapter will provide a conceptual overview of a sustainability-driven business modeling (SBM) strategy from a “storytelling science” perspective. Storytelling science uses Peirce’s abduction-induction-deduction (AID) approach in a self-correcting series of cycles in order to get closer to what is true for the ecology, and what regimes of truth can be deconstructed for particular stakeholders (business, government, people, ecosystem). We demonstrate how storytelling science can be helpful in exploring differences between sustainability strategies and their connections to some other aspect of business modelling. Discussing on the overview of “storytelling science” and SBM strategy, we organize our conceptualization into three sections: (i) how SBM and storytelling in socially responsible capitalism can help understand what is socially and ecologically sustainable, rather than only what is profitable to particular stakeholders; (ii) how are the methodological and philosophical perspectives and (iii) what are the drivers, enablers, barriers in the implementation of an SBM strategy. © Stefan Markovic, Cristina Sancha and Adam Lindgreen 2021.",Book Chapter,"Final","",Scopus,2-s2.0-85130207316
"Rana M.B., Tajuddin S.A.","55814389400;57695621800;","Circular economy and sustainability Capability: The case of H&M",2021,"Upgrading the Global Garment Industry: Internationalization, Capabilities and Sustainability",,,,"253","282",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130125797&partnerID=40&md5=1ebd2823f2b67e3ebd2f19f148561299","While sustainability has been a central focus of the multinational corporations and global value chain (GVC) literature, there has been a lack of understanding of sustainability capability (SC) and its link to the circular economy (CE) practice. Our study conceptualises SC in light of the CE and derives a framework to measure a firm’s SC in the GVC. Drawing on the three parameters, a) perfect duty, b) specific goals for economic, social and environmental sustainability, and c) a well-defined structure and strategies, we develop a framework to measure SC, leading to six different levels of SC: i) perfectly sustainable corporation, ii) imperfectly sustainable corporation, iii) occasionally sustainable corporation, iv) consistently sustainable corporation in selective areas, v) inconsistently sustainable corporation in selective areas, and vi) occasionally sustainable corporation in selective areas. In addition, we present a discussion of the challenges associated with SC achievement and CE practices. Our proposed framework is validated through the case of H & M. Our study bridges sustainability, the CE, and firm capability, thereby contributing to sustainable strategic management in the global value chain. © Mohammad B. Rana and Matthew M.C. Allen 2021.",Book Chapter,"Final","",Scopus,2-s2.0-85130125797
"Andersen E., Hüttel H., Gnaur D.","57383204100;6507785847;36117647200;","Going online: Student perspectives in a problem-based learning environment during the pandemic",2021,"Proceedings of the European Conference on e-Learning, ECEL",,,,"42","49",,1,"10.34190/EEL.21.031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121632708&doi=10.34190%2fEEL.21.031&partnerID=40&md5=7436f31690f4803bf76e90aaa495e08b","The purpose of this article is to present the key findings from a survey performed across the faculties at Aalborg University (AAU) on students’ transition to online education, during the Danish quarantine in spring 2020. We highlight important takeaways that are deemed relevant to the ongoing digital transition process at AAU and the evaluation thereof, discuss students’ experiences in the locally anchored settings and compare findings in a broader context. For our analysis, we utilize NLP transformers and topic modelling to present an overview of themes discussed by the students. Further, we perform bibliometric analyses to gain insights on similar studies published during COVID-19. The study highlights central themes, challenges, and opportunities from a student perspective, and evaluates these within the scope of the PBL model. The study highlights the complex structure of student bodies, showing diverse preferences and effects of moving education online. Social aspects of learning suffered for most, posing challenges for both teaching and group work. Students generally reported positively on the use of recorded lectures, providing opportunities for future blended/flipped learning environments. We discuss the implications for creating hybrid/blended approaches that integrate online and physical learning spaces. © the authors, 2021. All Rights Reserved.",Conference Paper,"Final","",Scopus,2-s2.0-85121632708
"Liu X., Wang X., Hu Y.","35208483000;57671346300;56580618100;","Preface",2021,"Catch-Up and Radical Innovation in Chinese State-Owned Enterprises: Exploring Large Infrastructure Projects",,,,"xi","xii",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120938165&partnerID=40&md5=0d7fb490daa859d32155d8c70cb43ea8",[No abstract available],Editorial,"Final","",Scopus,2-s2.0-85120938165
"Rana M.B., Allen M.M.C.","55814389400;14819079300;","Upgrading the global garment industry: Internationalization, capabilities and sustainability",2021,"Upgrading the Global Garment Industry: Internationalization, Capabilities and Sustainability",,,,"1","11",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115716861&partnerID=40&md5=43014a6544585088f72d7ed0cb6474a8","The covid-19 pandemic has brought to the fore the interconnected nature of many business activities. The loss of orders from global retailers in developed economies has worsened the living conditions for many garment-industry workers in emerging economies, such as Bangladesh, Pakistan and Vietnam. Many suppliers in these countries have remained locked into relatively low-value, low-margin, low-skilled activities. However, in a relatively little noticed phenomenon, some suppliers have been able to upgrade their capabilities and have internationalized, establishing facilities abroad to strengthen ties to existing buyers. The contributions to this book document this phenomenon, highlighting the factors that promote or hinder higher levels of internationalization, the conditions that influence the development of suppliers’ capabilities, and how some firms achieve higher levels of sustainable production. They do so from various perspectives, including international business, global value chain, strategy, innovation, operations management and sociological perspectives. Together the book’s chapters represent an important contribution to the literature, focusing on important aspects of GVCs using firm-centric analysis that the existing literature tends to downplay. By enabling us to understand those challenges better, those contributions can help to provide ways for suppliers to overcome them. Collectively, therefore, we hope the chapters in this book offer a positive message for suppliers, multinational buyers, and workers within GVCs during a time of unprecedented challenges. © Mohammad B. Rana and Matthew M.C. Allen 2021.",Book Chapter,"Final","",Scopus,2-s2.0-85115716861
"Madsen K.M., Jensen J.F.","57209279493;55907566200;","Learning through exploration at museum exhibitions",2021,"Museum Management and Curatorship","36","2",,"154","171",,1,"10.1080/09647775.2020.1803115","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089193098&doi=10.1080%2f09647775.2020.1803115&partnerID=40&md5=27c871c1a37b519ed8b2a314217170f8","The aim of this article is to discuss the potential of exploration in museum exhibitions as a means of balancing enlightenment and experience. Hypothesizing that exploration can be one approach to dissolving the enlightenment-experience conflict by embedding both aspects within the concept of exploration, users reach enlightenment through explorative experiences. Exploration is discussed, theoretically and empirically, as a structure for creating a space for exploration, providing users with multiple levels and types of interaction and experience potential. Throughout the article, we argue that a simple thematic, user-mindset, agency, storification and narrative closure are key criteria for an exhibition to further the potential for exploration by creating multiple perspectives, interaction potential and depth on a specific area of interest, thus maintaining the users’ curiosity and focus. Empirically, we explore how explorative exhibitions affect users’ museum experiences through a user study at two exhibitions designed for exploration: Anguish & Fire and The Amazing Eel. © 2020 Informa UK Limited, trading as Taylor & Francis Group.",Article,"Final","",Scopus,2-s2.0-85089193098
"Andersen P.H., Esbjerg L.","35271298800;14028224800;","Weaving a strategy for a base-of-the-pyramid market: The case of Grundfos LIFELINK",2020,"Business Strategy and the Environment","29","8",,"3687","3701",,1,"10.1002/bse.2604","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088291198&doi=10.1002%2fbse.2604&partnerID=40&md5=dd2e443cb59572e90c51d49ea8640e7e","This paper explores the development of strategies by multinational corporations (MNCs) for serving markets at the base of the economic pyramid (BoP). MNCs play an important role in meeting the Sustainable Development Goals (SDGs) formulated by the United Nations (UN), as they are responsible for one-third of the total economic output and the majority of world trade. However, little is known about how MNCs contribute to meeting the UN SDGs. Through an in-depth analysis of how Grundfos, a Danish MNC and a leading supplier of pumps, developed a solution for supplying fresh potable water to rural villages in Kenya, we investigate some challenges MNCs face and demonstrate the importance of intimate engagement with the context of strategic action. Tackling sustainable development issues in the context of BoP markets represents a distinctive challenge to MNCs, which often do not have a good understanding of BoP environments. Drawing on contrasting ideas of strategy as navigation or wayfaring, we highlight the dangers of trying to impose existing strategies and business practices in market contexts, which are fundamentally different from existing ones. We add to the existing research by exploring how such frameworks interact with strategizing processes in a novel environment for the operating firm. Specifically, we explore the interrelatedness between planned and emergent approaches to strategizing in BoP market environments. © 2020 The Authors. Business Strategy and The Environment published by ERP Environment and John Wiley & Sons Ltd",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85088291198
"Turcan R.V., Boujarzadeh B., Dholakia N.","24469221500;57217119516;6602701037;","Late globalization and evolution, episodes and epochs of industries: Evidence from Danish textile and fashion industry, 1945–2015",2020,"Thunderbird International Business Review","62","5",,"515","530",,1,"10.1002/tie.22155","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086331228&doi=10.1002%2ftie.22155&partnerID=40&md5=32d0ebb4fe87b79651711d9e6a7f0c9a","This paper explores the conceptual terrain of what we term late globalization. The late globalization phenomena are multilevel and multidimensional; this paper offers an initial portal into these phenomena. Understanding late globalization would provide academic insights and help in shaping practices at international, national, sectoral, and corporate levels. The paper follows a macro-conceptual to a micro-empirical path to provide illustrative empirical evidence. Studying the emergence and evolution of Danish Textile and Fashion Industry (DTFI) between 1945 and 2015—a quintessential sector for globalization—allows the examination of several interrelated issues: critical events, impediments, pressures, and turning points that shaped DTFI; main institutional players that motivated key policy changes in and evolution of DTFI; and effects of late globalization on size, mission, location, knowledge, growth, and structure of DTFI. This longitudinal case study of the development of the DTFI brings to the fore key features that shape late globalization at the sectoral-national level: government industrial policies toward domestic and foreign players in an industry, global competition that shapes and continually reshapes (cost as well as quality-driven) location of key value chain activities (and the concomitant global distribution of core competencies and skills), and the growing role of information technologies that enable globally-dispersed value chains to function in cohesive and unified ways. Late globalization has additional levels and dimensions; and we point to implications for future research. © 2020 Wiley Periodicals LLC.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85086331228
"Karam A., Reinau K.H., Østergaard C.R.","56808965600;55881012800;57572924800;","Correction: Horizontal collaboration in the freight transport sector: barrier and decision-making frameworks (European Transport Research Review, (2021), 13, 1, (53), 10.1186/s12544-021-00512-3)",2022,"European Transport Research Review","14","1","14","","",,,"10.1186/s12544-022-00537-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128078368&doi=10.1186%2fs12544-022-00537-2&partnerID=40&md5=f070893bd185775b7761ae53d70e45f3","Following the publication of the original article [1], it was noted that due to a typesetting error the author affiliation of the author Kristian Hegner Reinau is incorrect. The correct author affiliation is: Ahmed Karam1,2, Kristian Hegner Reinau1 and Christian Richter Østergaard31Department of the Built Environment, Aalborg University, Aalborg, Denmark 2Mechanical Engineering Department, Faculty of Engineering at Shoubra, Benha University, Cairo, Egypt 3Aalborg University Business School, Aalborg, Denmark The original article has been corrected. © 2022, The Author(s).",Erratum,"Final","All Open Access, Gold",Scopus,2-s2.0-85128078368
"Lennon N.J.","57203245915;","Balancing incremental and radical innovation through performance measurement and incentivization",2022,"Journal of High Technology Management Research","33","2","100439","","",,,"10.1016/j.hitech.2022.100439","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134230589&doi=10.1016%2fj.hitech.2022.100439&partnerID=40&md5=5e9341f3c0bcee7c9e6ee641f83b6c09","The literature has discussed the introduction of incentive structures as a means of achieving a balance between organizational exploration and exploitation. This study posits that this is not a reasonable approach to achieving such a balance. I used a micro-economic model where the explorative and exploitative activities are modeled in accordance with the definitions in March (1991). This model shows that the personal cost to the employee of performing activities was a crucial factor in determining their balancing of resources between exploration and exploitation. However, these personal costs are also the Achilles' heel of such balance calculations because information regarding this type of cost is incomplete and difficult, perhaps even impossible, for the owner or manager to obtain. Based on this and the process and output characteristics of exploratory activities, I argue that it is not appropriate to design a hard, quantitative performance measurement and incentive system to balance resource allocation between explorative and exploitative activities. The study shows that the solution to achieving such a balance must be found outside of the incentive system. Further, I posit that managing R&D departments requires the management to focus on enforcing productive workspaces and norms and not on performance measurement and associated disbursal of rewards/punishments. © 2022 The Author",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85134230589
"Hennart J.-F., Verbeke A.","7003448343;6603960214;","Actionable and enduring implications of Oliver Williamson’s transaction cost theory",2022,"Journal of International Business Studies","53","8",,"1557","1575",,,"10.1057/s41267-022-00558-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139183209&doi=10.1057%2fs41267-022-00558-y&partnerID=40&md5=527ab7157f8d9a9e46009e3c73cc37fb",[No abstract available],Editorial,"Final","All Open Access, Bronze",Scopus,2-s2.0-85139183209
"Eduardsen J., Marinova S.T., González-Loureiro M., Vlačić B.","57193988186;7004875980;37010977400;57212764901;","Business group affiliation and SMEs’ international sales intensity and diversification: A multi-country study",2022,"International Business Review","31","5","101989","","",,,"10.1016/j.ibusrev.2022.101989","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126145363&doi=10.1016%2fj.ibusrev.2022.101989&partnerID=40&md5=ebc9d57ba0f02b5aacae6066c52a8525","This study examines the impact of business group (BG) affiliation on international sales intensity and diversification in small and medium-sized enterprises (SMEs) by using a multi-country sample of over 13,000 SMEs from 34 European countries. Drawing on the revised Uppsala internationalization model and network theory, this paper suggests that the effects of BG affiliation on international sales intensity and diversification depend on the geographical dispersion of the BG network ties, the size and the age of the firm, and the institutional support in the home country. Thus, we find that interfirm networks in the form of BGs are a double-edged sword that can have both favorable and unfavorable consequences for international sales, depending on the geographical dispersion of the BG's ties. In addition, the results reveal that BG affiliation is more beneficial for smaller SMEs and SMEs in countries with lower institutional support that are more dependent on the network resources embedded within BG networks. © 2022 The Authors",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85126145363
"Isakson C.D., Dahl M.S., Reichstein T.","57766476400;57226493035;56238214200;","Residential location choices of an isolated workforce: Shifts in social attachment of former seafarers",2022,"Maritime Studies","21","3",,"353","362",,,"10.1007/s40152-022-00275-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132850679&doi=10.1007%2fs40152-022-00275-0&partnerID=40&md5=b3b441325648e8e6394b769ef77388ea","Seafarers work in nomadic isolated work settings and are more likely to suffer from stress and fatigue in the workplace. Their work has thus been argued to have detrimental effects on their partner relationships. This paper forwards the idea that work conditions of seafarers may lead to social detachment from their close social relations (e.g. family) and that these specifically cause seafarers to exhibit a different behaviour in terms of one of the most important decisions they make when coming ashore — residential location choice. Our empirical analysis of former Danish seafarers and a sample of matched traditional workers suggests that individuals who until recently worked as seafarer to a lesser extent rely on family-based social relations than traditional workers when making residential location choices. They chose to locate close to their former peers, suggesting a shift in social attachments. The isolated lifestyles of seafarers influence social attachment. Geographic distances and social contexts are shown to interact and affect their choice of residential location. This has implications for our understanding of the well-being of seafarers and may offer new aspects on the recent development of the work conditions of seafarers. © 2022, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85132850679
